	userId	movieId	rating	timest
68893	309	879	4	877370319
67615	654	143	5	887864275
94351	592	134	5	882955794
9052	206	873	3	888179833
67392	765	137	5	880346255
57706	796	98	5	892663090
63612	288	197	5	889225574
45737	454	289	3	881958783
64154	276	531	4	874790801
50987	619	302	4	885953600
34332	378	635	2	880333802
52578	476	67	4	883365218
48378	393	86	2	889729674
22102	24	55	5	875323308
25821	417	708	2	879648798
22124	406	93	4	879445562
84312	864	1112	2	888891097
95261	504	400	3	887911277
87317	350	127	5	882345502
33327	194	159	3	879552401
30842	551	581	5	892783972
26365	298	134	5	884182966
6256	144	855	4	888105510
78073	484	566	4	891195416
50308	102	541	2	888801673
63331	747	508	5	888638876
23718	296	287	4	884196765
39649	311	684	4	884365075
42745	374	558	1	882158738
13472	297	272	5	884039431
67493	104	246	3	888465319
90988	901	423	4	877131685
30938	126	690	3	887853735
22224	249	583	4	879640918
43304	346	120	3	875264287
8622	215	183	5	891435655
95484	907	553	5	880160056
46504	141	597	4	884585071
97427	665	200	4	884293741
57242	324	458	4	880575619
6934	351	879	5	879481461
39871	178	230	4	882826889
30444	303	619	3	879467574
84615	589	304	5	883352599
58492	690	233	3	881179968
85373	581	844	5	879642274
96467	664	58	4	876525292
24056	392	169	4	891038978
65936	311	699	4	884365075
11547	48	306	4	879434211
28279	500	172	2	883873640
37654	325	443	4	891478817
56728	586	820	4	884057412
9703	151	503	3	879524199
13077	244	554	3	880608733
16153	281	258	2	881200457
90147	887	115	5	881380218
50226	487	566	4	883529540
2101	87	211	5	879876812
52313	332	79	5	888098088
14139	85	1021	3	882995490
91522	59	143	1	888204641
243	229	328	1	891632142
65587	683	344	3	893284138
42781	500	393	3	883875793
4740	286	13	2	876521933
85088	936	1008	5	886833098
74170	659	159	4	891386540
14357	138	614	4	879024184
22204	276	1245	3	874787091
65618	804	1041	3	879446037
53559	543	684	4	874864737
941	82	477	3	876311344
93575	201	583	1	884112352
76335	936	93	5	886833795
70685	551	40	1	892785056
2012	239	187	5	889178798
87784	874	676	3	888632585
42007	393	118	4	887744578
44993	487	230	5	884036466
72912	902	176	5	879465834
28671	164	370	5	889402443
69597	686	214	5	879546651
99849	921	143	5	879381257
48538	388	237	5	886436813
21004	83	2	4	881971771
90533	529	260	4	882535693
79423	453	1145	2	888206492
93595	869	315	3	884490332
14435	102	163	2	892993190
97549	886	164	4	876033053
48739	664	70	3	878092758
37624	373	217	3	877098821
52205	533	297	4	893160944
54102	535	654	5	879617856
38069	466	568	3	890285034
88151	543	9	4	876382812
9536	68	50	5	876973969
95733	889	234	4	880177857
51010	774	511	3	888556483
3771	331	133	3	877196443
1269	262	223	3	879791816
45858	652	699	5	882567383
36861	586	403	4	884061807
15752	381	498	5	892696252
31582	499	651	4	885598895
68255	464	257	4	878355088
27299	373	499	4	877098643
95441	535	382	5	879618058
99813	804	233	4	879445815
3529	75	147	3	884050134
66517	643	481	4	891447127
65744	868	423	2	877107373
31304	417	391	2	879649519
50432	389	649	4	880165344
9782	359	831	3	886453402
66082	642	2	4	885606787
74382	680	150	5	877075105
28190	378	182	4	880055239
26951	496	380	2	876068433
61511	851	1016	5	891961664
75672	201	792	4	884140579
98104	782	1089	2	891499660
6391	102	173	3	888803602
68139	425	190	3	890347085
61433	806	14	3	882385394
67494	878	496	5	880867387
35868	442	67	3	883389028
64134	270	603	5	876955868
66486	807	415	3	893082702
9694	13	720	4	882397974
43499	617	607	4	883789212
70896	731	140	2	886186811
8559	110	732	3	886988018
87936	901	402	4	877132632
48829	198	64	4	884207206
61025	660	640	1	891201223
67993	437	13	4	880141129
23031	277	473	2	879543879
52221	771	28	5	880659392
88195	60	592	4	883327566
30464	326	33	2	879876975
37898	627	956	2	879530463
37328	163	258	4	891219977
79301	586	284	3	884057518
49718	683	308	3	893284420
36954	468	275	4	875280143
76948	268	1208	2	875745398
35934	457	357	5	882396735
68235	577	1044	4	880475504
90733	877	155	2	882677997
28009	537	526	3	886031720
99259	720	242	4	891262608
44792	682	97	4	888517587
96981	837	181	3	875721869
34249	314	67	4	877891386
51503	615	23	5	879448547
68678	566	523	4	881649622
15982	387	227	4	886483195
32280	429	3	2	882386785
75792	57	15	4	883697223
76172	5	412	3	875635416
61094	758	257	5	880672700
83509	716	650	3	879796278
30116	394	7	5	880888390
96656	804	483	5	879441627
1230	262	64	5	879793022
80465	13	549	4	882399357
73910	653	581	1	880152819
76770	800	222	4	887646226
64386	716	99	5	879796214
43620	339	657	4	891032221
78567	405	303	1	885549904
389	21	558	5	874951695
94533	805	716	4	881696980
44801	621	174	3	874965407
21735	354	707	4	891217633
66836	897	204	4	879990396
11264	307	101	3	888095824
2617	70	50	4	884064188
12280	389	785	3	880613841
35953	594	286	3	875917841
89726	847	70	3	878940584
89170	455	581	3	879111763
60592	450	1119	4	882374332
59749	564	930	3	888730699
94129	847	77	4	878941421
27512	151	603	5	879524641
71688	463	16	4	877385830
25129	214	223	3	891544200
45647	270	869	1	876955633
19845	63	255	4	875747556
64074	859	762	5	885775437
34412	123	289	1	879809220
12484	273	319	4	891292846
21810	479	680	3	887064404
7703	120	9	4	889489886
36535	514	357	4	875462901
31481	89	321	4	879441049
31005	378	1230	2	880334305
65321	711	288	1	879991364
23658	165	15	5	879525799
6631	207	1378	3	877878714
38035	137	89	5	881433719
36367	428	347	4	885943782
3065	311	229	5	884365890
32078	72	228	1	880037204
39260	588	428	4	890024730
84888	151	143	5	879524878
15194	322	313	5	887314417
62220	638	685	4	876695307
92370	927	761	3	879198085
25615	182	111	4	885613238
85321	815	686	5	878695092
44012	592	305	4	885280098
58877	788	76	3	880869323
17297	58	216	3	884305338
6620	184	462	4	889908873
89827	893	476	3	874828772
25298	493	156	1	884130995
86335	616	316	4	891224840
20151	417	77	3	879649304
31886	234	178	5	892078890
21902	417	358	2	879649763
88584	561	737	3	885810706
52068	707	1007	4	880060180
20742	390	515	4	879694259
82525	898	243	1	888294707
68470	252	847	4	891456738
9259	232	56	5	888549622
20700	270	183	5	876955938
2592	302	323	2	879436875
24058	325	604	4	891478504
36918	545	69	4	884133906
55584	796	746	3	893048115
67539	826	230	4	885690600
89845	94	1065	4	885872942
57387	666	264	3	880138999
70760	780	485	4	891363826
17294	44	21	2	878346789
97164	889	208	4	880181275
34567	554	67	3	876369932
37447	468	159	3	875292320
13910	90	1193	4	891384789
67937	843	95	2	879446716
95010	276	413	3	877934705
64077	628	338	5	880776981
4928	239	286	1	889178512
13329	313	521	4	891013887
91523	290	357	3	880474107
27553	524	1560	4	884636444
71834	368	53	2	889783562
29939	60	506	5	883327441
33433	301	3	2	882075082
81975	851	833	3	875731105
86115	887	7	4	881377812
87498	608	134	3	880403810
77212	741	92	3	891456427
10938	128	686	4	879967174
7471	368	379	4	889783562
79680	559	863	5	891033956
88139	660	423	3	891199942
44384	35	333	4	875459017
28402	254	423	5	886472799
22251	130	746	5	876252012
63932	792	129	4	877909753
50065	664	649	4	876525044
74874	889	1188	2	880182784
37356	591	56	4	891031344
73937	90	1192	5	891384673
38588	13	867	5	882399615
41864	468	178	5	875296401
19655	401	661	3	891033158
90893	776	679	4	891628708
49853	712	568	5	874730491
92329	889	42	5	880180191
63678	453	4	4	877554490
61533	454	610	3	881959576
92211	101	595	2	877136391
46093	394	230	3	881132958
44176	685	319	2	879451401
68050	922	56	1	891447628
84117	500	170	5	883874446
40109	401	735	5	891033158
45824	145	181	5	875270507
83717	872	300	5	888478766
69836	694	52	4	875729667
20685	399	413	2	882340900
28236	457	380	4	882392854
31780	393	825	4	887745230
44123	692	692	3	876953130
36107	588	258	4	890014591
18935	389	699	5	880088038
23397	257	676	4	882050006
2022	123	531	3	879872671
3203	269	1020	4	891449571
75183	586	159	4	884065719
46019	605	293	3	879366256
39663	312	207	5	891699121
70197	726	535	3	889832806
67802	788	223	4	880868181
59326	395	739	3	886481149
62118	889	160	4	880180945
53626	782	246	3	891499321
60941	880	295	5	892958887
58110	181	1199	1	878962675
33627	545	265	4	883115423
69090	648	1030	2	884882552
3138	46	690	5	883611274
51017	472	239	5	875982398
23436	384	328	4	891274091
2666	279	827	1	888426577
93848	537	371	3	886031407
9011	339	516	4	891033481
26469	504	402	4	887839835
18314	204	1281	2	892513979
12607	38	82	5	892429903
79441	14	186	4	879119497
1487	81	280	4	876534214
89750	899	89	4	884121647
23512	387	969	3	886480163
66078	886	62	3	876033265
15773	289	926	3	876790611
37120	351	328	4	879481550
18292	151	432	5	879524610
92758	299	83	5	878192344
3137	256	802	3	882164955
60675	844	228	3	877387858
87217	551	333	5	892775584
43082	145	173	5	875272604
61987	673	315	5	888786942
50990	643	1	5	891445287
23013	85	705	5	882994912
11361	275	496	3	880314031
99616	541	468	4	883865007
15536	299	13	4	877877965
73100	207	208	4	878191679
21216	437	479	5	880141335
12414	102	50	4	888801315
40857	633	234	4	877212594
44843	416	27	4	886318270
96060	913	189	3	881367594
75104	628	690	5	880776981
66459	896	76	3	887158359
40374	297	752	4	888643376
34482	293	357	4	888905760
38036	645	748	1	892052039
40386	471	422	5	889827982
12090	395	151	3	883765297
22857	429	826	3	882387139
9084	135	379	2	879857956
89051	847	480	3	878940039
23771	270	145	3	876956419
88890	4	301	5	892002353
93132	327	156	4	887747668
90545	862	678	4	879302614
23439	234	174	3	892078605
70665	489	754	5	891448109
81536	840	516	5	891205245
16524	324	258	4	880575107
53153	251	471	3	886272319
5795	226	480	4	883888853
61603	514	50	5	875462466
86056	876	511	5	879428354
74849	243	237	2	879987148
42684	130	538	5	884623983
32636	399	77	2	882349094
67103	942	200	4	891282840
86203	279	630	4	875313351
32556	291	1	5	874834481
40761	198	195	3	884207267
64352	835	237	4	891035310
57574	749	182	3	878848639
3906	168	235	2	884288270
44642	588	94	2	890027865
12871	236	532	2	890116915
26754	459	336	2	879561708
47118	514	527	4	875462466
16441	322	489	3	887313892
1244	42	953	2	881108815
26198	379	191	5	880524886
31085	373	71	5	877098891
94620	778	423	1	890803860
52789	405	42	1	885547313
49549	694	517	4	875727926
28262	455	584	4	879111528
32687	372	333	5	876869109
20387	81	1	4	876534949
99497	891	740	5	891639497
99965	788	556	2	880871128
23100	299	895	2	884993860
83401	815	1157	2	884267828
41411	514	792	4	875462611
16575	10	420	4	877892438
82552	328	578	2	885048895
66472	766	396	2	891310934
37072	381	432	5	892696587
36127	399	423	3	882344052
18542	62	168	5	879373711
45454	592	248	4	882608279
67950	808	313	5	883949986
78756	663	121	4	889493182
14584	278	269	5	891294959
1600	144	182	3	888105743
25502	270	90	5	876955770
88073	268	450	1	875745536
69240	64	258	3	879365313
77312	391	705	5	877399133
88220	311	428	4	884366111
16580	130	756	4	874953866
66601	724	876	1	883757784
30131	96	98	5	884403214
95551	883	515	5	891692657
68233	669	222	3	892549434
65036	850	228	5	883195394
73866	737	11	3	884314903
48929	632	98	4	879457217
40326	638	181	5	876694787
34836	276	1028	3	874787044
49374	608	61	5	880404693
19747	429	464	3	882386171
5798	19	313	2	885411792
77075	409	1346	3	881168711
23927	26	750	4	891347478
7433	201	61	2	884111986
55344	617	238	3	883789249
37816	506	356	3	874874630
97356	862	265	5	879304980
20279	423	355	3	891395020
67471	332	41	5	887938997
91172	672	181	3	879788708
27781	271	703	3	885848559
13419	90	149	3	891384754
84039	684	408	5	875810796
89486	606	527	4	880924790
99917	798	659	4	875914337
16119	429	628	3	882385808
63850	487	546	3	883444674
7321	298	237	5	884126240
11861	312	275	5	891698553
75736	932	114	5	891249903
54466	747	91	5	888640820
89385	279	17	4	875306552
75360	59	959	4	888206095
26936	296	180	5	884198772
68108	270	219	5	876956389
46412	533	150	3	886425704
90574	709	65	2	879846868
3360	64	187	5	889737395
92439	623	70	4	891034950
14929	1	118	3	875071927
88803	804	412	2	879445955
94816	321	498	5	879438699
13383	217	398	1	889070050
98677	891	116	3	891639552
45120	532	554	4	874790813
71631	643	156	5	891446826
70002	524	582	3	884635326
18398	18	705	3	880130640
69406	606	209	4	880926018
13738	210	419	4	887737678
85326	586	44	3	884065692
27070	466	334	3	890283690
79174	189	1404	5	893266325
42779	181	1173	1	878962052
70373	639	162	3	891239380
59963	648	678	3	884366792
69080	752	539	4	891208357
39571	640	385	5	874778569
48334	405	61	1	885549589
11805	393	651	4	889728238
83590	678	1129	1	879544915
7509	6	487	5	883600785
44081	595	1061	3	886921945
16707	103	96	4	880422009
81718	745	182	2	880123314
98202	760	258	5	875665793
12150	4	294	5	892004409
14125	279	184	5	890779991
80871	393	748	3	887742851
45490	474	692	4	887927588
54558	121	347	3	891389304
88284	942	174	5	891283209
85531	234	144	3	892079840
24236	379	285	5	880524753
75302	878	140	2	880870486
13205	265	410	4	875320633
21577	435	184	5	884131771
68645	159	130	1	880557322
11719	92	393	3	875660494
13014	286	1	4	876521699
83791	514	474	5	875462689
35381	506	404	5	878044851
6402	87	629	4	879877006
35847	72	25	5	880035588
55020	565	1396	5	891037333
34768	573	211	5	885843964
2593	198	179	4	884209264
44575	38	401	3	892434585
68227	102	384	2	892993827
10206	1	183	5	875072262
87068	852	472	3	891037605
75611	727	82	3	883711527
52113	551	708	1	892783830
6372	178	135	2	882826915
12954	344	678	2	884813365
99733	525	106	2	881086938
59522	749	176	4	878847954
52641	664	149	3	876525315
84442	863	310	5	889288943
74090	421	98	5	892241458
72864	682	559	4	888522837
82798	466	4	3	890285034
34175	141	293	2	884584735
42125	234	504	4	892078485
65070	786	871	1	882842762
93695	345	161	3	884993555
4047	328	655	4	886037429
12734	115	82	4	881172117
79411	461	327	4	885355757
21685	354	638	4	891217547
94629	700	98	3	884494215
72081	387	109	4	886481073
61065	682	72	3	888521540
354	267	410	4	878970785
73103	453	273	4	877552678
11735	369	988	3	889428228
37577	560	136	3	879975661
6858	95	523	4	879197562
31254	405	1585	1	885546487
70416	806	50	5	882385200
2222	57	1047	4	883697679
43138	521	50	4	884475799
8351	361	652	4	879440346
4997	293	647	5	888905760
82224	394	123	5	880888566
30793	436	347	4	887768398
57471	345	518	4	884916484
66463	719	240	1	879372631
60445	401	484	3	891032737
7982	6	117	2	883599431
21804	64	32	1	889739346
45940	233	12	2	880610333
63158	458	603	4	886397155
60800	519	680	5	883248595
85747	285	286	3	890595584
82509	868	216	2	877109234
71619	790	49	3	885156852
29997	535	174	4	879617747
4283	305	302	4	886307860
45307	24	79	4	875322796
19071	43	950	3	883956417
36153	398	124	5	875717717
47722	610	275	4	888703453
73061	634	933	3	877017951
8651	256	1040	3	882152604
59132	756	325	3	874832132
12409	397	108	4	885350045
68152	58	121	2	892242300
63077	804	826	3	879443776
95258	585	30	4	891284393
73850	894	275	4	882404137
41795	487	273	5	883443504
97258	521	204	4	884477853
62691	804	719	3	879445132
59549	290	596	4	880474141
76847	346	96	5	874948252
46094	504	393	3	887909456
74716	810	243	4	879895350
4884	193	393	4	889126808
93041	82	134	4	878769442
13056	59	140	1	888206445
87974	664	496	5	878090381
51808	548	581	4	891044596
27320	183	176	3	891466266
69845	693	159	4	875483521
21259	389	64	4	880087151
29313	409	89	5	881107539
64877	440	749	3	891547746
33989	446	292	5	879786838
31775	487	38	2	884052069
63760	697	833	3	882622228
75057	666	527	4	880139253
83495	711	403	4	879994513
96775	938	118	5	891356799
24920	94	179	5	885870577
37688	447	742	3	878854658
79948	524	96	4	884635172
6419	330	447	4	876546619
13225	160	24	5	876769689
19610	70	186	4	884065703
612	243	1039	4	879988184
5758	92	785	3	875660304
89325	926	321	3	888636202
16619	429	371	2	882387715
32162	559	188	5	891034609
21634	222	63	3	878183713
71645	734	97	4	891022993
18003	59	101	5	888206605
73137	542	952	4	886533193
21373	18	654	4	880130110
29882	447	963	5	878855963
15321	144	176	4	888105338
36350	385	498	3	879441942
99557	927	91	4	879196955
19187	58	89	3	884305220
29259	292	209	5	881103874
5856	76	518	3	875498895
32670	59	975	4	888203610
39792	555	117	4	879962152
44503	346	423	4	874949057
24837	452	483	5	875263244
92213	451	748	4	879012550
18005	156	11	2	888185906
58837	625	498	4	891263703
65542	64	326	3	879365313
21513	269	393	1	891451036
97201	533	243	3	879193517
86915	633	94	4	877211684
93985	883	58	3	891717380
44955	519	332	3	883248159
65364	603	747	3	891956897
56034	608	1101	4	880405863
47095	498	156	5	881957054
38353	44	260	4	878340905
48840	298	88	5	884183236
9189	254	843	2	886474807
66565	846	72	4	883950129
62973	653	657	4	890181185
10803	270	716	4	876955563
72230	906	740	4	879435415
55463	588	554	3	890032281
4183	320	210	5	884749227
4276	42	845	5	881110719
46790	650	679	3	891381709
85170	623	451	4	891034973
38168	620	678	3	889986642
94950	734	121	4	891026028
37140	227	1011	4	879035834
37842	450	245	4	892141986
45213	288	174	4	886374286
96433	801	271	5	890332929
93945	592	7	5	882607986
66175	267	293	4	878970785
92750	823	651	5	878438179
60954	500	210	3	883874290
72040	682	1067	3	888520497
68623	316	716	5	880853881
34848	611	300	5	891636244
63984	659	97	5	891384798
53767	660	1020	4	891199833
73709	457	676	3	882395400
64816	551	281	5	892784320
41081	474	215	5	887926804
38194	447	158	3	878856262
26703	264	514	5	886123359
663	92	794	3	875654798
54349	537	180	4	886031342
9765	89	694	5	879460027
22114	194	628	3	879540171
62449	881	13	4	876536364
46887	546	690	2	885139693
56658	271	208	4	885848916
45055	524	492	3	884634679
58138	378	392	3	880055636
5637	73	196	4	888626177
89531	690	89	2	881179505
39558	504	323	4	887831274
35206	537	606	3	886030938
84050	587	916	3	892871610
28350	13	292	5	882140867
25472	404	348	3	883790400
82772	840	118	3	891204056
86612	472	385	5	892790676
30585	542	8	3	886532908
88974	184	197	4	889908873
42143	70	501	4	884067201
50059	661	514	3	876013398
12437	81	1028	1	876534277
20850	234	22	4	892334644
53075	709	230	2	879848551
35781	417	167	3	880952355
62379	886	235	3	876032739
42667	634	100	4	875728834
69413	682	451	3	888521637
34560	207	684	3	875509307
27813	429	1017	3	882385399
15573	95	232	4	879196513
22490	303	517	5	879484480
61104	405	731	3	885546202
63412	495	665	1	888637169
68358	488	478	3	891294530
41893	178	476	3	882824713
385	10	175	3	877888677
6181	320	118	1	884748868
73152	246	155	1	884923687
74119	747	845	2	888640046
49362	712	431	3	874730552
98655	551	192	5	892776750
68250	793	456	3	875104752
11616	166	300	5	886397723
75314	930	455	1	879534692
18909	412	634	5	879716918
60747	784	270	3	891387249
30351	500	275	1	883873439
99886	393	613	4	887745937
29114	487	227	3	883531279
31118	399	301	4	882340242
84253	521	421	4	885254070
21009	87	230	5	879875818
44369	269	496	5	891455816
48787	326	663	1	879877159
44436	56	373	4	892910950
70463	452	23	2	876825745
3890	279	382	4	875312947
2830	222	323	3	877562839
21156	21	453	2	874951797
52953	13	758	1	882397084
22130	359	7	5	886453325
15585	59	82	5	888205660
12744	160	161	3	876861185
12487	338	486	3	879438392
37956	256	323	5	882150193
28670	436	1178	3	887771825
90846	405	621	1	885548932
29182	136	318	5	882848820
67196	455	147	4	879109764
70541	847	257	3	878775863
80821	804	94	4	879446194
65411	871	690	3	888192315
82759	758	475	5	881977205
56087	392	197	5	891038978
17842	231	476	3	879966018
44342	568	478	4	877907235
35507	345	50	5	884992367
75356	814	17	3	885411073
9281	56	96	5	892676429
69541	823	566	4	878439605
67371	416	1119	5	893214225
67934	13	288	1	882396790
94758	694	434	5	875727018
58530	798	465	4	876176115
36826	622	12	5	882669468
96155	757	228	4	888466461
71872	899	69	3	884121125
73298	707	648	4	886285824
65867	752	346	4	891207983
48307	472	391	2	875983129
21595	393	540	3	889731753
26140	494	199	4	879541158
49475	711	283	4	876185788
81758	880	105	3	880175077
62570	882	173	5	879867980
28005	406	772	4	882480836
87931	924	144	3	885458093
76261	896	471	3	887159972
41974	655	280	2	888474490
1445	85	13	3	879452866
88246	887	496	4	881379685
91214	819	177	4	884105025
87429	328	471	3	885048004
10701	293	474	5	888905685
41533	13	86	1	881515348
62575	375	773	3	886621985
15157	406	523	3	879446062
68269	435	179	5	884131085
18776	312	968	5	891698987
99810	879	596	2	887761380
19534	181	329	1	878961781
63468	746	1	4	885075714
2966	221	268	5	876502910
36799	605	15	5	879427151
93414	582	458	4	882961968
63970	491	319	1	891184567
73781	877	582	2	882677280
46374	506	761	2	874873327
16321	428	690	5	885943651
3989	244	743	5	880602170
62550	754	359	3	879451299
51231	627	808	2	879531557
34775	607	529	4	883880027
14611	385	447	3	879443150
4089	209	269	2	883589606
71562	756	171	4	874827062
22386	26	151	3	891372429
46703	279	130	1	892864707
59017	21	975	3	874951447
42327	514	19	4	875463128
72190	13	691	4	889316404
73975	178	993	5	882824592
1840	95	172	4	879196847
94745	764	286	4	876232900
88038	916	978	1	880843949
4483	127	268	1	884363990
21690	447	288	4	878855082
33454	596	678	3	883538965
67011	892	144	5	886609179
39907	593	125	4	875659708
867	286	298	4	875807004
65359	716	88	4	879796596
10389	23	427	5	874789279
6274	159	831	2	880557604
6239	20	194	3	879669152
64177	896	789	2	887157978
27383	287	682	4	888177213
72721	889	55	4	880181191
29034	437	1075	4	881002374
17451	158	435	5	880134407
29260	178	265	5	882826394
99061	542	386	3	886533046
8732	331	277	4	877196384
95922	943	92	5	888639660
8093	181	1272	1	878962349
33082	450	315	4	884098435
72555	719	620	4	879359034
16697	404	892	2	883790550
41612	497	1303	2	879311007
87751	648	514	2	884796822
29378	535	181	4	879617818
68852	642	931	4	885606857
30612	496	11	4	876067022
35304	325	190	4	891478432
10443	328	628	3	885047627
33084	429	441	3	882386848
35469	510	687	2	887667752
98979	811	901	4	886377771
11112	120	405	4	889490580
30899	249	478	4	879572911
34182	514	367	5	875318164
82930	755	323	4	882570077
45395	640	168	5	886354114
46465	276	346	4	885159545
11544	87	64	5	879875649
63036	454	1126	2	888266955
60167	749	465	4	878847716
43952	655	1379	3	888685879
67789	883	1591	3	891695570
79335	385	210	1	879453773
50441	536	740	4	882318630
97098	727	198	4	883710687
26770	401	430	2	891033582
15584	116	344	5	892683820
67715	510	292	4	887667524
66179	838	271	4	887060972
79780	249	302	4	879571438
53307	406	196	2	879446588
63863	880	578	3	880168411
16754	244	456	3	880605333
59124	796	56	5	892663009
77969	766	605	3	891310650
45472	648	443	2	884883424
58319	489	332	5	891447823
52548	703	275	4	875242663
16961	178	323	3	882823530
5792	321	507	3	879441336
62315	768	591	4	883834945
54918	634	763	3	875729825
9538	56	746	4	892676885
58324	399	57	4	882343260
20954	223	1009	1	891549475
87695	768	620	2	880136410
43941	378	94	3	880332752
22802	408	286	3	889679683
37753	207	197	4	875774463
47137	632	423	4	879459003
53392	747	327	4	888638425
57974	749	659	5	878847611
44093	679	288	4	884312660
38090	262	52	3	879792331
3022	297	198	3	875238923
32459	145	294	4	875269871
44605	504	651	4	887832531
14003	406	488	4	879445642
19736	367	200	4	876689962
46326	622	496	4	882592314
44192	291	597	3	874833857
52991	234	625	3	892336286
4983	299	210	4	889502980
25982	454	642	2	888267419
21332	417	550	3	879649178
71933	256	265	4	882164479
54978	497	1	4	879309955
81457	81	717	2	876533824
32754	254	22	4	887347350
27407	236	462	4	890115933
36256	589	678	4	883352735
86982	790	85	3	885156825
42328	561	520	4	885807318
8916	82	281	3	884714290
61625	94	1045	4	891721815
68290	551	128	4	892783829
82886	380	234	2	885478447
98106	786	528	5	882842878
70304	273	313	3	891292873
88029	354	1039	4	891217249
86458	13	358	3	881515521
56417	776	648	3	893077100
14428	256	742	5	882150552
41045	588	272	5	890014748
72366	843	436	2	879443394
91689	13	218	1	882396869
67756	336	1	3	877759342
47799	59	321	4	888206764
63120	536	423	4	882360601
57847	758	1159	5	881974639
95621	561	89	4	885809556
87412	896	616	3	887160653
9164	265	181	2	875320180
48472	515	748	2	887660131
72967	84	70	5	883452906
70524	457	485	4	882396832
320	13	215	5	882140588
60377	551	1059	3	892785128
45481	343	747	4	876407174
70687	574	896	2	891279013
15133	145	298	1	885557579
72614	795	121	3	880558035
14213	243	531	4	879988157
92852	932	755	2	891251822
71110	606	619	4	880922565
81947	497	743	3	879362638
32269	452	294	2	886148704
95743	916	238	4	880845011
25964	57	64	5	883698431
4917	92	1212	3	876175626
62917	407	675	3	876349153
567	280	508	3	891700453
32188	108	748	3	879879662
74261	778	281	2	890803859
34170	495	550	3	888635235
97352	799	1545	4	879254026
84710	766	484	4	891309391
16038	398	991	2	875651527
40353	254	323	3	886470765
46072	717	748	3	884641884
41034	582	760	3	882962886
75826	223	288	3	891548562
6307	116	840	1	886309958
25648	116	304	2	876453376
40370	426	1451	4	879444734
90691	234	699	3	892079538
23792	287	50	5	875334271
56599	838	173	5	887065782
80612	60	603	5	883326652
44287	28	288	5	882826398
57681	528	83	5	886101632
67519	940	873	3	889480440
14206	216	421	5	880235229
38320	194	155	3	879550737
58400	820	538	3	887954906
91150	805	597	3	881695080
95309	627	282	2	879530463
78333	416	293	5	893213019
94492	896	2	3	887160000
54340	805	755	3	881705810
22211	200	451	4	884129006
28212	318	869	3	884498461
1815	303	176	5	879467260
63720	670	611	5	877975129
4973	1	235	5	875071589
31783	189	603	5	893265239
64313	711	423	3	879993534
55354	524	7	2	884627065
89372	911	216	4	892839929
68573	271	203	4	885848448
75400	863	752	4	889289277
22255	62	230	2	879375738
79293	936	628	1	886832758
34127	514	750	4	885180627
86548	851	1287	1	875731105
19484	442	572	3	883391344
3378	276	401	3	874792094
12190	206	260	3	888179772
2432	7	560	3	892132798
23392	19	319	4	885411465
76044	696	520	5	886404617
26748	92	143	3	875653960
97766	796	323	2	892611953
59870	642	165	4	885604480
40839	294	148	3	877820155
4555	328	679	2	885049460
32249	407	565	3	876348702
48986	653	742	3	886052040
80161	655	1086	3	888474358
64921	870	272	4	890920916
56442	591	508	4	891039616
25737	385	425	3	879445724
52117	372	875	4	876869183
41742	204	301	4	892389328
93967	927	1095	2	879182939
7796	371	175	1	877487266
17444	110	11	4	886987922
45232	163	305	2	891219977
50594	391	482	4	877399380
96203	918	498	4	891987025
51691	561	97	3	885809312
81094	843	435	2	879446477
22649	61	304	4	891220884
50932	752	300	3	891208126
17331	407	157	2	875046752
56569	711	277	5	879991476
57457	758	716	2	881978864
55687	237	58	4	879376434
49905	16	302	5	877716993
45020	198	69	4	884207560
95788	897	705	3	879991226
47841	230	588	5	880484683
16473	387	116	3	886480206
13349	299	778	4	889502688
19284	274	471	4	878945505
59832	868	562	2	877112440
68379	862	1110	5	879305386
76065	886	239	3	876032635
88789	868	503	3	877106421
71051	360	285	5	880354250
48650	757	399	3	888466782
114	90	648	4	891384754
74368	455	82	5	879110818
4890	291	574	1	875087656
90363	796	8	5	892690059
56463	534	21	4	877807905
55688	374	284	1	880393753
90727	374	732	4	880395320
92903	807	602	5	893083772
2480	99	597	4	885679210
71197	596	295	4	883539402
57268	694	659	4	875728181
29536	189	136	4	893265535
3655	21	928	3	874951616
14322	398	144	5	875658715
24816	295	43	4	879518107
90320	723	178	3	880498938
37384	474	15	5	887915600
69690	545	266	2	879898447
77057	880	1664	4	892958799
36740	308	135	5	887737243
67524	383	660	4	891192748
17215	328	1139	1	885049756
76210	924	421	4	885458060
72001	694	470	4	875727144
7179	1	51	4	878543275
53448	684	1	4	875810928
16793	399	1135	2	882349170
3326	227	293	5	879035387
58263	591	211	4	891031469
1451	303	1109	4	879467936
50319	588	645	5	890024488
38078	640	941	5	874778095
85763	825	620	3	889021134
33524	535	168	5	879618385
80396	847	426	2	878940485
19426	82	1162	1	884714361
73605	645	258	3	892051708
2540	276	34	2	877934264
67002	624	122	3	879793436
9646	72	265	4	880037164
87761	843	230	3	879443763
68140	756	53	3	874830432
77645	851	748	3	874788804
89042	492	478	2	879969583
79790	504	44	4	887838846
93755	655	222	2	887650944
38929	559	527	4	891034172
93529	561	144	3	885807547
35684	110	288	4	886987145
84364	930	705	2	879535609
39741	481	678	3	885828016
57892	271	493	4	885848558
37510	343	265	2	876406878
78781	815	518	3	878693183
67669	896	603	4	887158384
